county,state,cases,population,num_physicians,yhat
Cache,Utah,7,128289,57,102.3780535525013
Carbon,Utah,0,20463,11,16.330021356818076
Daggett,Utah,0,950,0,0.7581254111800406
Davis,Utah,84,355481,165,283.6833466228337
Duchesne,Utah,0,19938,9,15.911057313797526
Emery,Utah,0,10012,8,7.989843807089018
Garfield,Utah,1,5051,3,4.0308331072319845
Grand,Utah,0,9754,13,7.7839529059474915
Iron,Utah,6,54839,19,43.762988867055
Juab,Utah,0,12017,7,9.589887438053209
Kane,Utah,0,7886,4,6.293238939542948
Millard,Utah,0,13188,7,10.524376760676185
Morgan,Utah,3,12124,13,9.67527630015454
Piute,Utah,0,1479,0,1.1802815611950317
Rich,Utah,0,2483,2,1.9815004168000432
Salt Lake,Utah,396,1160437,869,926.059766077403
San Juan,Utah,4,15308,11,12.216193467730593
Sanpete,Utah,0,30939,17,24.6901495752624
Sevier,Utah,0,21620,10,17.253338304960504
Summit,Utah,172,42145,52,33.632837320192436
Tooele,Utah,12,72259,13,57.66461482785111
Uintah,Utah,1,35734,13,28.516687834850078
Utah,Utah,70,636235,257,507.7325484022454
Wasatch,Utah,50,34091,17,27.20552988688291
Washington,Utah,14,177556,96,141.6944373762982
Wayne,Utah,0,2711,2,2.163450515483253
Weber,Utah,41,260213,110,207.65693433620203
Addison,Vermont,24,36777,42,29.3490297336509
Bennington,Vermont,18,35470,38,28.306008773216888
Caledonia,Vermont,3,29993,26,23.9352162710768
Chittenden,Vermont,164,163774,293,130.69603272694735
Essex,Vermont,0,6163,5,4.9182388516869375
Franklin,Vermont,15,49402,27,39.42411743485933
Grand Isle,Vermont,0,7235,4,5.773723526197467
Lamoille,Vermont,13,25362,24,20.239554398261255
Orange,Vermont,4,28892,22,23.056588820856565
Orleans,Vermont,7,27037,21,21.576249202183956
Rutland,Vermont,10,58191,43,46.437974528397625
Washington,Vermont,15,58409,62,46.61194435959473
Windham,Vermont,16,42222,45,33.69428537983545
Windsor,Vermont,18,55062,56,43.94094883199516
Accomack,Virginia,7,32316,16,25.789032408099153
Albemarle,Virginia,21,109330,161,87.24826442559352
Alleghany,Virginia,1,14860,7,11.858677484353057
Amelia,Virginia,2,13145,10,10.490061610485931
Amherst,Virginia,5,31605,7,25.221635389837036
Appomattox,Virginia,0,15911,2,12.697403597142765
Arlington,Virginia,119,236842,188,189.0062511944244
Augusta,Virginia,1,75558,37,60.29730507151738
Bath,Virginia,0,4147,3,3.30941692648803
Bedford,Virginia,3,78997,55,63.04171905998913
Bland,Virginia,0,6280,5,5.011607981274374
Botetourt,Virginia,6,33419,17,26.66925591181661
Brunswick,Virginia,1,16231,6,12.952772156698147
Buchanan,Virginia,0,21004,6,16.761753827816392
Buckingham,Virginia,2,17148,4,13.68456268517404
Campbell,Virginia,2,54885,9,43.79969809749109
Caroline,Virginia,0,30725,5,24.519371851059738
Carroll,Virginia,1,29791,29,23.774014867857463
Charles City,Virginia,0,6963,2,5.556660250575392
Charlotte,Virginia,0,11880,7,9.480557773493562
Chesterfield,Virginia,59,352802,301,281.545432963306
Clarke,Virginia,1,14619,7,11.66635303793791
Craig,Virginia,0,5131,4,4.09467524712083
Culpeper,Virginia,5,52605,20,41.98019711065899
Cumberland,Virginia,0,9932,3,7.926001667200173
Dickenson,Virginia,0,14318,4,11.42614698660613
Dinwiddie,Virginia,0,28544,4,22.778875512340086
Essex,Virginia,0,10953,2,8.740786977531563
Fairfax,Virginia,288,1147532,916,915.7612308865836
Fauquier,Virginia,7,71222,36,56.837061089541955
Floyd,Virginia,0,15749,5,12.568123263867854
Fluvanna,Virginia,3,27270,7,21.76218943461022
Franklin,Virginia,5,56042,20,44.72301504563352
Frederick,Virginia,15,89313,37,71.27416299865575
Giles,Virginia,0,16720,7,13.343007236768715
Gloucester,Virginia,8,37348,22,29.804703007107534
Goochland,Virginia,7,23753,21,18.955529359746848
Grayson,Virginia,0,15550,4,12.40931594089435
Greene,Virginia,1,19819,5,15.81609213071287
Greensville,Virginia,3,11336,5,9.046431222249412
Halifax,Virginia,1,33911,14,27.06188507213301
Hanover,Virginia,6,107766,71,86.0001505907666
Henrico,Virginia,78,330818,345,264.00161292185123
Henry,Virginia,2,50557,31,40.345838329504545
Highland,Virginia,0,2190,2,1.7476785794571463
Isle of Wight,Virginia,5,37109,17,29.61397461418961
James City,Virginia,0,76523,91,61.06740088392658
King and Queen,Virginia,1,7025,3,5.606137908989248
King George,Virginia,4,26836,7,21.415845825713234
King William,Virginia,1,17148,4,13.68456268517404
Lancaster,Virginia,1,10603,6,8.461477615517865
Lee,Virginia,2,23423,6,18.69218053270536
Loudoun,Virginia,105,413538,308,330.01438556691755
Louisa,Virginia,11,37591,5,29.998623507019904
Lunenburg,Virginia,0,12196,2,9.7327342260545
Madison,Virginia,3,13261,7,10.582632713324758
Mathews,Virginia,2,8834,4,7.049768297225768
Mecklenburg,Virginia,4,30587,16,24.409244159751477
Middlesex,Virginia,0,10582,3,8.444719053797042
Montgomery,Virginia,1,98535,69,78.63356567434242
Nelson,Virginia,2,14930,13,11.914539356755798
New Kent,Virginia,1,23091,7,18.42723565216665
Northampton,Virginia,1,11710,12,9.344893226229765
Northumberland,Virginia,3,12095,12,9.652133524444833
Nottoway,Virginia,1,15232,10,12.155543434836188
Orange,Virginia,4,37051,15,29.567689062770196
Page,Virginia,1,23902,8,19.074435345289825
Patrick,Virginia,0,17608,5,14.051654989534901
Pittsylvania,Virginia,1,60354,5,48.16410638564229
Powhatan,Virginia,4,29652,14,23.663089149800594
Prince Edward,Virginia,2,22802,14,18.196605921818197
Prince George,Virginia,8,38353,6,30.606719889461157
Prince William,Virginia,106,470335,206,375.339910807752
Pulaski,Virginia,0,34027,14,27.154456174971834
Rappahannock,Virginia,0,7370,3,5.881457137259894
Richmond,Virginia,33,9023,7,7.200595352713165
Roanoke,Virginia,4,94186,122,75.16294734463506
Rockbridge,Virginia,2,22573,21,18.013857796386375
Rockingham,Virginia,9,81948,23,65.39669599513891
Russell,Virginia,0,26586,7,21.216339138560592
Scott,Virginia,0,21566,7,17.210244860535532
Shenandoah,Virginia,8,43616,21,34.80673466739858
Smyth,Virginia,2,30104,19,24.023797240172573
Southampton,Virginia,1,17631,4,14.070009604752943
Spotsylvania,Virginia,8,136215,83,108.70321356198868
Stafford,Virginia,28,152882,44,122.00392538108103
Surry,Virginia,1,6422,2,5.1249277795770745
Sussex,Virginia,1,11159,3,8.90518048774534
Tazewell,Virginia,2,40595,27,32.39589585984605
Warren,Virginia,3,40164,21,32.0519463311949
Washington,Virginia,2,53740,37,42.88595747033198
Westmoreland,Virginia,0,18015,2,14.376451876219402
Wise,Virginia,0,37383,20,29.832633943308906
Wythe,Virginia,2,28684,14,22.890599257145563
York,Virginia,16,68280,84,54.48926639512966
Alexandria City,Virginia,0,159428,110,127.22780847748581
Bristol City,Virginia,0,16762,9,13.37652436021036
Buena Vista City,Virginia,0,6478,5,5.169617277499267
Charlottesville City,Virginia,0,47266,138,37.71953229982716
Chesapeake City,Virginia,0,244835,197,195.3848789960687
Colonial Heights City,Virginia,0,17370,24,13.861724623365586
Covington City,Virginia,0,5538,3,4.419472133805332
Danville City,Virginia,0,40044,42,31.95618312136163
Emporia City,Virginia,0,5346,4,4.266250998072103
Fairfax City,Virginia,0,24019,4,19.16780447487726
Falls Church City,Virginia,0,14617,12,11.66475698444069
Franklin City,Virginia,0,7967,10,6.3578791061804045
Fredericksburg City,Virginia,0,29036,42,23.171504672656486
Galax City,Virginia,0,6347,5,5.065075773431282
Hampton City,Virginia,0,134510,56,107.34257795560765
Harrisonburg City,Virginia,0,53016,73,42.308186104337935
Hopewell City,Virginia,0,22529,9,17.97874461944751
Lexington City,Virginia,0,7446,6,5.942107170154298
Lynchburg City,Virginia,0,82168,101,65.57226187983325
Manassas City,Virginia,0,41085,42,32.78692896666523
Manassas Park City,Virginia,0,17478,14,13.947911512215526
Martinsville City,Virginia,0,12554,10,10.018427802057085
Newport News City,Virginia,0,179225,101,143.02634401972924
Norfolk City,Virginia,0,242742,238,193.71460901122677
Norton City,Virginia,0,3981,6,3.1769444862186758
Petersburg City,Virginia,0,31346,22,25.0149464619469
Poquoson City,Virginia,0,12271,8,9.792586232200293
Portsmouth City,Virginia,0,94398,50,75.3321290153405
Radford City,Virginia,0,18249,12,14.563190135394276
Richmond City,Virginia,0,230436,235,183.8940918428251
Roanoke City,Virginia,0,99143,90,79.11876593749766
Salem City,Virginia,0,25301,26,20.19087476659601
Staunton City,Virginia,0,24932,12,19.89640289635871
Suffolk City,Virginia,0,92108,82,73.5046477610223
Virginia Beach City,Virginia,0,449974,334,359.09128817929223
Waynesboro City,Virginia,0,22630,21,18.05934532105718
Williamsburg City,Virginia,0,14954,12,11.93369199872245
Winchester City,Virginia,0,28078,72,22.40699504748756
Adams,Washington,14,19983,9,15.946968517485002
Asotin,Washington,0,22582,19,18.02104003712387
Benton,Washington,108,204390,135,163.10868714851424
Chelan,Washington,15,77200,90,61.607664992735934
Clallam,Washington,8,77331,74,61.71220649680392
Clark,Washington,130,488241,335,389.6293777683729
Columbia,Washington,1,3985,3,3.180136593213118
Cowlitz,Washington,18,110593,70,88.25617220908867
Douglas,Washington,5,43429,8,34.657503665408406
Ferry,Washington,1,7627,5,6.086550011652811
Franklin,Washington,33,95222,22,75.98970305619561
Garfield,Washington,0,2225,2,1.7756095156585163
Grant,Washington,73,97733,40,77.99354822195676
Grays Harbor,Washington,1,75061,25,59.90068577745793
Island,Washington,114,85141,31,67.94479540345246
Jefferson,Washington,17,32221,26,25.71321986698115
King,Washington,2498,2252782,1798,1797.7802947884152
Kitsap,Washington,74,271473,172,216.64271552555704
Kittitas,Washington,10,47935,27,38.25341219464763
Klickitat,Washington,9,22425,15,17.895749837592014
Lewis,Washington,10,80707,35,64.4063448001132
Lincoln,Washington,1,10939,4,8.729614603051015
Mason,Washington,6,66768,17,53.28264995123048
Okanogan,Washington,3,42243,31,33.71104394155627
Pacific,Washington,0,22471,5,17.9324590680281
Pend Oreille,Washington,0,13724,7,10.952119097931451
Pierce,Washington,423,904980,636,722.1982469575928
San Juan,Washington,6,17582,13,14.030906294071027
Skagit,Washington,143,129205,106,103.10904605422859
Skamania,Washington,1,12083,10,9.642557203461507
Snohomish,Washington,1304,822083,421,656.0442235780225
Spokane,Washington,145,522798,455,417.2067881201083
Stevens,Washington,4,45723,31,36.488177026721054
Thurston,Washington,51,290536,280,231.8554994343203
Wahkiakum,Washington,0,4488,4,3.5815440477642344
Walla Walla,Washington,8,60760,70,48.48810524557818
Whatcom,Washington,144,229247,202,182.94523803872713
Whitman,Washington,10,50104,29,39.984332212383954
Yakima,Washington,200,250873,167,200.20336450417932
Barbour,West Virginia,1,16441,7,13.120357773906367
Berkeley,West Virginia,21,119171,51,95.10164565867014
Boone,West Virginia,0,21457,8,17.123259944936983
Braxton,West Virginia,0,13957,6,11.138059330357713
Brooke,West Virginia,0,21939,5,17.507908837767275
Cabell,West Virginia,1,91945,151,73.37456940099878
Calhoun,West Virginia,0,7109,3,5.673172155872535
Clay,West Virginia,0,8508,7,6.789611577178722
Doddridge,West Virginia,0,8448,2,6.741729972262088
Fayette,West Virginia,0,42406,19,33.841122301579794
Gilmer,West Virginia,0,7823,3,6.2429632543804825
Grant,West Virginia,0,11568,6,9.231573427927064
Greenbrier,West Virginia,3,34662,45,27.661203160339547
Hampshire,West Virginia,0,23175,6,18.49426989904994
Hancock,West Virginia,6,28810,16,22.991150627470496
Hardy,West Virginia,1,13776,2,10.9936164888592
Harrison,West Virginia,14,67256,78,53.67208700455244
Jackson,West Virginia,11,28576,9,22.804412368295623
Jefferson,West Virginia,9,57146,33,45.60403657609958
Kanawha,West Virginia,37,178124,241,142.14771656950902
Lewis,West Virginia,0,15907,12,12.694211490148323
Lincoln,West Virginia,0,20409,9,16.286927912393104
Logan,West Virginia,3,32019,16,25.55201846376181
McDowell,West Virginia,0,17624,5,14.06442341751267
Marion,West Virginia,8,56072,30,44.74695584809183
Marshall,West Virginia,4,30531,13,24.364554661829285
Mason,West Virginia,3,26516,14,21.16047726615785
Mercer,West Virginia,2,58758,40,46.89045569485982
Mineral,West Virginia,0,26868,9,21.44138268166877
Mingo,West Virginia,0,23424,5,18.69297855945397
Monongalia,West Virginia,32,105612,139,84.28120097425942
Monroe,West Virginia,0,13275,5,10.593805087805306
Morgan,West Virginia,1,17884,10,14.271910372151417
Nicholas,West Virginia,0,24496,24,19.5484632339645
Ohio,West Virginia,11,41411,67,33.04708568671228
Pendleton,West Virginia,0,6969,3,5.561448411067056
Pleasants,West Virginia,1,7460,6,5.953279544634846
Pocahontas,West Virginia,0,8247,4,6.581326595791364
Preston,West Virginia,3,33432,13,26.679630259548546
Putnam,West Virginia,5,56450,60,45.048609959066624
Raleigh,West Virginia,3,73361,66,58.54404030481996
Randolph,West Virginia,1,28695,25,22.89937755138028
Ritchie,West Virginia,0,9554,2,7.624347556225377
Roane,West Virginia,2,13688,8,10.92339013498147
Summers,West Virginia,0,12573,5,10.033590310280685
Taylor,West Virginia,0,16695,6,13.32305656805345
Tucker,West Virginia,2,6839,3,5.457704933747682
Tyler,West Virginia,0,8591,5,6.855847797313399
Upshur,West Virginia,1,24176,10,19.29309467440912
Wayne,West Virginia,0,39402,22,31.443849948753645
Webster,West Virginia,0,8114,3,6.475189038226158
Wetzel,West Virginia,2,15065,8,12.022272967818223
Wirt,West Virginia,1,5821,5,4.645313703662123
Wood,West Virginia,2,83518,70,66.64959799045751
Wyoming,West Virginia,0,20394,6,16.274957511163947
Adams,Wisconsin,0,20220,2,16.136100856905706
Ashland,Wisconsin,1,15562,25,12.418892261877676
Barron,Wisconsin,0,45244,50,36.10592221413659
Bayfield,Wisconsin,3,15036,5,11.999130192108517
Brown,Wisconsin,11,264542,187,211.11159213093717
Buffalo,Wisconsin,1,13031,2,10.399086561144326
Burnett,Wisconsin,0,15414,2,12.300784303083311
Calumet,Wisconsin,2,50089,6,39.9723618111548
Chippewa,Wisconsin,10,64658,54,51.59881351166218
Clark,Wisconsin,5,34774,10,27.75058215618393
Columbia,Wisconsin,13,57532,26,45.912074901063264
Crawford,Wisconsin,1,16131,11,12.87296948183709
Dane,Wisconsin,215,546695,685,436.2772333316551
Dodge,Wisconsin,13,87839,40,70.09787157120378
Door,Wisconsin,1,27668,22,22.079804080557228
Douglas,Wisconsin,7,43150,9,34.434854202546056
Dunn,Wisconsin,3,45368,27,36.204877530964296
Eau Claire,Wisconsin,12,104646,128,83.51030713510161
Florence,Wisconsin,0,4295,3,3.4275248852823945
Fond du Lac,Wisconsin,24,103403,65,82.51835988657868
Forest,Wisconsin,0,9004,3,7.185432844489564
Grant,Wisconsin,2,51439,23,41.049697921779064
Green,Wisconsin,7,36960,21,29.495068628646635
Green Lake,Wisconsin,0,18913,17,15.093079896471695
Iowa,Wisconsin,3,23678,16,18.895677353601055
Iron,Wisconsin,1,5687,4,4.538378119348306
Jackson,Wisconsin,2,20643,21,16.473666171567977
Jefferson,Wisconsin,12,84769,34,67.64792945296934
Juneau,Wisconsin,4,26687,22,21.296939840170257
Kenosha,Wisconsin,54,169561,79,135.31421352115672
Kewaunee,Wisconsin,0,20434,11,16.306878581108368
La Crosse,Wisconsin,19,118016,164,94.17992476402492
Lafayette,Wisconsin,0,16665,4,13.299115765595134
Langlade,Wisconsin,0,19189,16,15.31333527908821
Lincoln,Wisconsin,0,27593,17,22.019952074411435
Manitowoc,Wisconsin,0,78981,38,63.02895063201136
Marathon,Wisconsin,5,135692,120,108.28584557246535
Marinette,Wisconsin,2,40350,26,32.20037930643647
Marquette,Wisconsin,2,15574,12,12.428468582861003
Menominee,Wisconsin,1,4556,2,3.635809866669753
Milwaukee,Wisconsin,780,945726,682,754.7146448564791
Monroe,Wisconsin,2,46253,29,36.91113120348465
Oconto,Wisconsin,1,37930,12,30.269154574798886
Oneida,Wisconsin,3,35595,32,28.40576211679321
Outagamie,Wisconsin,12,187885,152,149.93725566269677
Ozaukee,Wisconsin,46,89221,121,71.20074453778359
Pepin,Wisconsin,0,7287,3,5.815220917125217
Pierce,Wisconsin,7,42754,19,34.11883561009627
Polk,Wisconsin,0,43783,34,34.940005134416545
Portage,Wisconsin,1,70772,37,56.4779490526672
Price,Wisconsin,0,13351,3,10.654455120699708
Racine,Wisconsin,28,196311,93,156.66142904648945
Richland,Wisconsin,2,17252,13,13.767557467029539
Rock,Wisconsin,17,163354,79,130.36086149253092
Rusk,Wisconsin,0,14178,8,11.314423241800649
St. Croix,Wisconsin,6,90687,49,72.37065175124668
Sauk,Wisconsin,14,64442,67,51.4264397339623
Sawyer,Wisconsin,0,16558,14,13.213726903493804
Shawano,Wisconsin,0,40899,26,32.63849599142367
Sheboygan,Wisconsin,14,115340,71,92.04440518474304
Taylor,Wisconsin,0,20343,7,16.234258146984807
Trempealeau,Wisconsin,0,29649,8,23.660695069554762
Vernon,Wisconsin,0,30822,32,24.596780445674963
Vilas,Wisconsin,3,22195,14,17.71220368541158
Walworth,Wisconsin,12,103868,36,82.88944232468259
Washburn,Wisconsin,0,15720,15,12.544980488158146
Washington,Wisconsin,44,136034,74,108.55877072049016
Waukesha,Wisconsin,107,404198,555,322.5608157348948
Waupaca,Wisconsin,2,50990,27,40.69138391165292
Waushara,Wisconsin,0,24443,7,19.50616781628814
Winnebago,Wisconsin,13,171907,137,137.1863842733971
Wood,Wisconsin,2,72999,108,58.25515462182293
Albany,Wyoming,3,38880,27,31.02727998597893
Big Horn,Wyoming,0,11790,2,9.40873536611861
Campbell,Wyoming,5,46341,23,36.98135755736239
Carbon,Wyoming,3,14800,8,11.810795879436423
Converse,Wyoming,2,13822,7,11.030325719295286
Crook,Wyoming,0,7584,3,6.052234861462556
Fremont,Wyoming,25,39261,33,31.331328177199556
Goshen,Wyoming,1,13211,11,10.54273137589423
Hot Springs,Wyoming,1,4413,3,3.5216920416184414
Johnson,Wyoming,7,8445,12,6.739335892016256
Laramie,Wyoming,35,99500,69,79.40366148675163
Lincoln,Wyoming,0,19830,13,15.824870424947585
Natrona,Wyoming,14,79858,58,63.728820090542825
Niobrara,Wyoming,0,2356,2,1.8801510197265008
Park,Wyoming,1,29194,34,23.297592898936955
Platte,Wyoming,0,8393,3,6.697838501088507
Sheridan,Wyoming,10,30485,21,24.3278454313932
Sublette,Wyoming,1,9831,5,7.845400965590505
Sweetwater,Wyoming,3,42343,16,33.790846616417326
Teton,Wyoming,26,23464,27,18.724899629398394
Uinta,Wyoming,0,20226,9,16.14088901739737
Washakie,Wyoming,1,7805,4,6.228598772905492
Weston,Wyoming,0,6927,3,5.527931287625412
